Request id,Pickup point,Driver id,Status,Request timestamp,Time Slot,Request Date,Request hour,Request Day,Drop timestamp
6106,Airport,4.0,Trip Completed,15-07-2016 03:01:20 PM,Afternoon,2016-07-15,15,Friday,15-07-2016 03:47:31 PM
312,City,5.0,Trip Completed,11-07-2016 07:27:00 AM,Early Morning,2016-07-11,7,Monday,11-07-2016 08:31:00 AM
577,Airport,5.0,Trip Completed,11-07-2016 11:03:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:01:00 PM
1179,City,5.0,Trip Completed,11-07-2016 08:58:00 PM,Evening,2016-07-11,20,Monday,11-07-2016 09:45:00 PM
1756,Airport,5.0,Trip Completed,12-07-2016 08:40:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 09:23:00 AM
2052,City,5.0,Trip Completed,12-07-2016 02:48:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 03:50:00 PM
2559,City,5.0,Trip Completed,12-07-2016 09:32:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:29:00 PM
3014,City,5.0,Trip Completed,13-07-2016 07:28:14 AM,Early Morning,2016-07-13,7,Wednesday,13-07-2016 08:29:47 AM
3317,City,5.0,Trip Completed,13-07-2016 12:14:27 PM,Afternoon,2016-07-13,12,Wednesday,13-07-2016 12:46:38 PM
4297,City,5.0,Trip Completed,14-07-2016 06:43:01 AM,Early Morning,2016-07-14,6,Thursday,14-07-2016 07:49:38 AM
5857,Airport,5.0,Trip Completed,15-07-2016 09:08:50 AM,Morning,2016-07-15,9,Friday,15-07-2016 10:07:07 AM
6690,Airport,5.0,Trip Completed,15-07-2016 10:41:41 PM,Night,2016-07-15,22,Friday,15-07-2016 11:51:00 PM
1517,Airport,6.0,Trip Completed,12-07-2016 05:45:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 06:28:00 AM
1999,Airport,6.0,Trip Completed,12-07-2016 01:02:00 PM,Afternoon,2016-07-12,13,Tuesday,12-07-2016 01:51:00 PM
2960,Airport,6.0,Trip Completed,13-07-2016 06:50:33 AM,Early Morning,2016-07-13,6,Wednesday,13-07-2016 07:40:35 AM
3882,City,6.0,Trip Completed,13-07-2016 09:53:03 PM,Night,2016-07-13,21,Wednesday,13-07-2016 10:45:24 PM
4081,Airport,6.0,Trip Completed,14-07-2016 02:37:14 AM,Late Night,2016-07-14,2,Thursday,14-07-2016 03:30:27 AM
4740,City,6.0,Trip Completed,14-07-2016 02:50:07 PM,Afternoon,2016-07-14,14,Thursday,14-07-2016 03:38:14 PM
5270,City,6.0,Trip Completed,14-07-2016 09:33:55 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:25:43 PM
6758,Airport,6.0,Trip Completed,15-07-2016 12:03:39 AM,Late Night,2016-07-15,0,Friday,15-07-2016 01:07:39 AM
5741,City,6.0,Trip Completed,15-07-2016 07:52:51 AM,Early Morning,2016-07-15,7,Friday,15-07-2016 08:38:55 AM
6087,Airport,6.0,Trip Completed,15-07-2016 02:28:50 PM,Afternoon,2016-07-15,14,Friday,15-07-2016 03:33:53 PM
1039,City,7.0,Trip Completed,11-07-2016 07:31:00 PM,Evening,2016-07-11,19,Monday,11-07-2016 08:41:00 PM
1273,Airport,7.0,Trip Completed,11-07-2016 10:07:00 PM,Night,2016-07-11,22,Monday,11-07-2016 11:12:00 PM
2480,City,7.0,Trip Completed,12-07-2016 08:39:00 PM,Evening,2016-07-12,20,Tuesday,12-07-2016 09:28:00 PM
4105,City,7.0,Trip Completed,14-07-2016 03:39:38 AM,Late Night,2016-07-14,3,Thursday,14-07-2016 04:39:04 AM
4509,City,7.0,Trip Completed,14-07-2016 09:11:13 AM,Morning,2016-07-14,9,Thursday,14-07-2016 10:17:01 AM
4986,Airport,7.0,Trip Completed,14-07-2016 06:52:32 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:50:57 PM
5898,City,7.0,Trip Completed,15-07-2016 09:50:28 AM,Morning,2016-07-15,9,Friday,15-07-2016 10:40:39 AM
6142,Airport,7.0,Trip Completed,15-07-2016 03:50:15 PM,Afternoon,2016-07-15,15,Friday,15-07-2016 04:36:56 PM
380,Airport,8.0,Trip Completed,11-07-2016 08:18:00 AM,Early Morning,2016-07-11,8,Monday,11-07-2016 09:18:00 AM
1050,Airport,8.0,Trip Completed,11-07-2016 07:39:00 PM,Evening,2016-07-11,19,Monday,11-07-2016 08:30:00 PM
1769,City,8.0,Trip Completed,12-07-2016 08:57:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 09:24:00 AM
2520,City,8.0,Trip Completed,12-07-2016 09:05:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:20:00 PM
3265,Airport,8.0,Trip Completed,13-07-2016 10:22:07 AM,Morning,2016-07-13,10,Wednesday,13-07-2016 11:07:02 AM
4648,City,8.0,Trip Completed,14-07-2016 11:55:10 AM,Morning,2016-07-14,11,Thursday,14-07-2016 12:59:34 PM
449,Airport,9.0,Trip Completed,11-07-2016 09:08:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 09:52:00 AM
846,Airport,9.0,Trip Completed,11-07-2016 05:46:00 PM,Evening,2016-07-11,17,Monday,11-07-2016 06:52:00 PM
1346,Airport,9.0,Trip Completed,11-07-2016 11:39:00 PM,Night,2016-07-11,23,Monday,12-07-2016 12:23:00 AM
1474,Airport,9.0,Trip Completed,12-07-2016 05:13:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 05:56:00 AM
2240,City,9.0,Trip Completed,12-07-2016 06:20:00 PM,Evening,2016-07-12,18,Tuesday,12-07-2016 06:54:00 PM
3072,Airport,9.0,Trip Completed,13-07-2016 08:04:57 AM,Early Morning,2016-07-13,8,Wednesday,13-07-2016 08:36:37 AM
3459,Airport,9.0,Trip Completed,13-07-2016 05:03:30 PM,Evening,2016-07-13,17,Wednesday,13-07-2016 05:31:49 PM
3774,Airport,9.0,Trip Completed,13-07-2016 08:41:24 PM,Evening,2016-07-13,20,Wednesday,13-07-2016 09:27:29 PM
4023,City,9.0,Trip Completed,13-07-2016 11:58:41 PM,Night,2016-07-13,23,Wednesday,14-07-2016 12:58:39 AM
4117,City,9.0,Trip Completed,14-07-2016 04:21:42 AM,Late Night,2016-07-14,4,Thursday,14-07-2016 05:07:07 AM
4880,Airport,9.0,Trip Completed,14-07-2016 05:58:46 PM,Evening,2016-07-14,17,Thursday,14-07-2016 07:02:42 PM
5568,Airport,9.0,Trip Completed,15-07-2016 05:47:49 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 06:25:49 AM
5994,Airport,9.0,Trip Completed,15-07-2016 11:51:16 AM,Morning,2016-07-15,11,Friday,15-07-2016 12:32:12 PM
1809,Airport,10.0,Trip Completed,12-07-2016 09:13:00 AM,Morning,2016-07-12,9,Tuesday,12-07-2016 10:01:00 AM
2064,Airport,10.0,Trip Completed,12-07-2016 03:08:00 PM,Afternoon,2016-07-12,15,Tuesday,12-07-2016 04:14:00 PM
3210,City,10.0,Trip Completed,13-07-2016 09:47:06 AM,Morning,2016-07-13,9,Wednesday,13-07-2016 10:52:37 AM
4350,City,10.0,Trip Completed,14-07-2016 07:24:43 AM,Early Morning,2016-07-14,7,Thursday,14-07-2016 08:22:09 AM
4713,City,10.0,Trip Completed,14-07-2016 01:31:24 PM,Afternoon,2016-07-14,13,Thursday,14-07-2016 02:10:56 PM
5629,Airport,10.0,Trip Completed,15-07-2016 06:33:00 AM,Early Morning,2016-07-15,6,Friday,15-07-2016 07:19:53 AM
6157,Airport,10.0,Trip Completed,15-07-2016 04:32:51 PM,Afternoon,2016-07-15,16,Friday,15-07-2016 05:44:44 PM
2030,City,11.0,Trip Completed,12-07-2016 02:11:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 03:02:00 PM
3226,City,11.0,Trip Completed,13-07-2016 10:00:17 AM,Morning,2016-07-13,10,Wednesday,13-07-2016 11:02:52 AM
3353,City,11.0,Trip Completed,13-07-2016 01:29:44 PM,Afternoon,2016-07-13,13,Wednesday,13-07-2016 02:09:00 PM
4293,City,11.0,Trip Completed,14-07-2016 06:42:36 AM,Early Morning,2016-07-14,6,Thursday,14-07-2016 07:12:41 AM
4936,City,11.0,Trip Completed,14-07-2016 06:22:17 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:14:36 PM
5661,Airport,11.0,Trip Completed,15-07-2016 07:08:50 AM,Early Morning,2016-07-15,7,Friday,15-07-2016 07:59:00 AM
5778,City,11.0,Trip Completed,15-07-2016 08:22:03 AM,Early Morning,2016-07-15,8,Friday,15-07-2016 09:13:04 AM
6425,Airport,11.0,Trip Completed,15-07-2016 07:46:40 PM,Evening,2016-07-15,19,Friday,15-07-2016 08:26:51 PM
45,Airport,12.0,Trip Completed,11-07-2016 03:17:00 AM,Late Night,2016-07-11,3,Monday,11-07-2016 04:09:00 AM
264,City,12.0,Trip Completed,11-07-2016 06:51:00 AM,Early Morning,2016-07-11,6,Monday,11-07-2016 07:40:00 AM
1183,City,12.0,Trip Completed,11-07-2016 09:05:00 PM,Night,2016-07-11,21,Monday,11-07-2016 09:38:00 PM
1536,Airport,12.0,Trip Completed,12-07-2016 05:59:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 06:59:00 AM
2437,City,12.0,Trip Completed,12-07-2016 08:18:00 PM,Evening,2016-07-12,20,Tuesday,12-07-2016 09:26:00 PM
2641,Airport,12.0,Trip Completed,12-07-2016 10:28:00 PM,Night,2016-07-12,22,Tuesday,12-07-2016 11:05:00 PM
4077,Airport,12.0,Trip Completed,14-07-2016 02:14:15 AM,Late Night,2016-07-14,2,Thursday,14-07-2016 03:13:09 AM
4610,City,12.0,Trip Completed,14-07-2016 10:35:14 AM,Morning,2016-07-14,10,Thursday,14-07-2016 11:39:01 AM
5066,Airport,12.0,Trip Completed,14-07-2016 07:31:20 PM,Evening,2016-07-14,19,Thursday,14-07-2016 08:14:03 PM
5666,Airport,12.0,Trip Completed,15-07-2016 07:04:55 AM,Early Morning,2016-07-15,7,Friday,15-07-2016 08:12:37 AM
5923,City,12.0,Trip Completed,15-07-2016 10:07:49 AM,Morning,2016-07-15,10,Friday,15-07-2016 10:50:50 AM
6367,City,12.0,Trip Completed,15-07-2016 07:04:46 PM,Evening,2016-07-15,19,Friday,15-07-2016 07:46:04 PM
155,City,13.0,Trip Completed,11-07-2016 05:32:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:28:00 AM
310,Airport,13.0,Trip Completed,11-07-2016 07:24:00 AM,Early Morning,2016-07-11,7,Monday,11-07-2016 08:28:00 AM
607,City,13.0,Trip Completed,11-07-2016 11:51:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:42:00 PM
1012,City,13.0,Trip Completed,11-07-2016 07:15:00 PM,Evening,2016-07-11,19,Monday,11-07-2016 07:57:00 PM
1696,Airport,13.0,Trip Completed,12-07-2016 08:01:00 AM,Early Morning,2016-07-12,8,Tuesday,12-07-2016 08:42:00 AM
3076,City,13.0,Trip Completed,13-07-2016 08:09:04 AM,Early Morning,2016-07-13,8,Wednesday,13-07-2016 09:12:19 AM
4198,Airport,13.0,Trip Completed,14-07-2016 05:32:14 AM,Early Morning,2016-07-14,5,Thursday,14-07-2016 06:45:32 AM
4627,City,13.0,Trip Completed,14-07-2016 11:13:19 AM,Morning,2016-07-14,11,Thursday,14-07-2016 12:00:12 PM
5289,City,13.0,Trip Completed,14-07-2016 09:43:24 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:24:13 PM
5495,Airport,13.0,Trip Completed,15-07-2016 05:00:13 AM,Early Morning,2016-07-15,5,Friday,15-07-2016 06:02:27 AM
6656,Airport,13.0,Trip Completed,15-07-2016 10:08:42 PM,Night,2016-07-15,22,Friday,15-07-2016 10:41:18 PM
139,Airport,14.0,Trip Completed,11-07-2016 05:21:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:09:00 AM
215,City,14.0,Trip Completed,11-07-2016 06:15:00 AM,Early Morning,2016-07-11,6,Monday,11-07-2016 07:07:00 AM
1816,City,14.0,Trip Completed,12-07-2016 09:24:00 AM,Morning,2016-07-12,9,Tuesday,12-07-2016 10:07:00 AM
2505,Airport,14.0,Trip Completed,12-07-2016 09:03:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:14:00 PM
3346,City,14.0,Trip Completed,13-07-2016 01:01:42 PM,Afternoon,2016-07-13,13,Wednesday,13-07-2016 01:55:59 PM
5294,City,14.0,Trip Completed,14-07-2016 09:45:50 PM,Night,2016-07-14,21,Thursday,14-07-2016 10:16:40 PM
6226,Airport,14.0,Trip Completed,15-07-2016 05:34:25 PM,Evening,2016-07-15,17,Friday,15-07-2016 06:33:13 PM
6733,Airport,14.0,Trip Completed,15-07-2016 11:32:44 PM,Night,2016-07-15,23,Friday,16-07-2016 12:37:46 AM
1027,Airport,15.0,Trip Completed,11-07-2016 07:18:00 PM,Evening,2016-07-11,19,Monday,11-07-2016 08:24:00 PM
2675,Airport,15.0,Trip Completed,12-07-2016 11:43:00 PM,Night,2016-07-12,23,Tuesday,13-07-2016 12:35:12 AM
3200,City,15.0,Trip Completed,13-07-2016 09:39:44 AM,Morning,2016-07-13,9,Wednesday,13-07-2016 10:30:58 AM
3865,City,15.0,Trip Completed,13-07-2016 09:52:05 PM,Night,2016-07-13,21,Wednesday,13-07-2016 10:21:15 PM
4468,City,15.0,Trip Completed,14-07-2016 08:42:46 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:22:01 AM
5163,Airport,15.0,Trip Completed,14-07-2016 08:34:30 PM,Evening,2016-07-14,20,Thursday,14-07-2016 09:05:18 PM
6009,City,15.0,Trip Completed,15-07-2016 12:22:35 PM,Afternoon,2016-07-15,12,Friday,15-07-2016 01:25:27 PM
6448,Airport,15.0,Trip Completed,15-07-2016 08:02:54 PM,Evening,2016-07-15,20,Friday,15-07-2016 08:40:45 PM
591,City,16.0,Trip Completed,11-07-2016 11:25:00 AM,Morning,2016-07-11,11,Monday,11-07-2016 12:31:00 PM
709,City,16.0,Trip Completed,11-07-2016 02:16:00 PM,Afternoon,2016-07-11,14,Monday,11-07-2016 03:03:00 PM
1167,Airport,16.0,Trip Completed,11-07-2016 08:50:00 PM,Evening,2016-07-11,20,Monday,11-07-2016 09:52:00 PM
2661,Airport,16.0,Trip Completed,12-07-2016 11:23:00 PM,Night,2016-07-12,23,Tuesday,13-07-2016 12:27:21 AM
2808,City,16.0,Trip Completed,13-07-2016 05:05:16 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 05:56:11 AM
3258,Airport,16.0,Trip Completed,13-07-2016 10:12:51 AM,Morning,2016-07-13,10,Wednesday,13-07-2016 10:45:28 AM
3413,Airport,16.0,Trip Completed,13-07-2016 03:32:01 PM,Afternoon,2016-07-13,15,Wednesday,13-07-2016 04:45:44 PM
3939,Airport,16.0,Trip Completed,13-07-2016 10:26:26 PM,Night,2016-07-13,22,Wednesday,13-07-2016 10:55:54 PM
4125,City,16.0,Trip Completed,14-07-2016 04:37:11 AM,Late Night,2016-07-14,4,Thursday,14-07-2016 05:46:29 AM
4457,City,16.0,Trip Completed,14-07-2016 08:36:24 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:19:20 AM
4728,City,16.0,Trip Completed,14-07-2016 02:04:13 PM,Afternoon,2016-07-14,14,Thursday,14-07-2016 03:06:40 PM
5347,Airport,16.0,Trip Completed,14-07-2016 10:51:47 PM,Night,2016-07-14,22,Thursday,14-07-2016 11:53:42 PM
6147,City,16.0,Trip Completed,15-07-2016 04:11:02 PM,Afternoon,2016-07-15,16,Friday,15-07-2016 05:30:08 PM
6496,Airport,16.0,Trip Completed,15-07-2016 08:33:00 PM,Evening,2016-07-15,20,Friday,15-07-2016 09:32:49 PM
634,City,17.0,Trip Completed,11-07-2016 12:25:00 PM,Afternoon,2016-07-11,12,Monday,11-07-2016 01:06:00 PM
939,Airport,17.0,Trip Completed,11-07-2016 06:25:00 PM,Evening,2016-07-11,18,Monday,11-07-2016 07:26:00 PM
2628,Airport,17.0,Trip Completed,12-07-2016 10:10:00 PM,Night,2016-07-12,22,Tuesday,12-07-2016 11:25:00 PM
3021,City,17.0,Trip Completed,13-07-2016 07:33:20 AM,Early Morning,2016-07-13,7,Wednesday,13-07-2016 08:26:07 AM
4743,City,17.0,Trip Completed,14-07-2016 02:54:16 PM,Afternoon,2016-07-14,14,Thursday,14-07-2016 03:39:03 PM
4981,City,17.0,Trip Completed,14-07-2016 06:47:42 PM,Evening,2016-07-14,18,Thursday,14-07-2016 07:43:44 PM
5367,Airport,17.0,Trip Completed,14-07-2016 11:35:34 PM,Night,2016-07-14,23,Thursday,15-07-2016 12:25:26 AM
5471,Airport,17.0,Trip Completed,15-07-2016 04:48:57 AM,Late Night,2016-07-15,4,Friday,15-07-2016 05:47:13 AM
5988,Airport,17.0,Trip Completed,15-07-2016 11:48:32 AM,Morning,2016-07-15,11,Friday,15-07-2016 12:55:02 PM
6477,Airport,17.0,Trip Completed,15-07-2016 08:21:26 PM,Evening,2016-07-15,20,Friday,15-07-2016 09:00:31 PM
499,City,18.0,Trip Completed,11-07-2016 09:39:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:16:00 AM
1147,Airport,18.0,Trip Completed,11-07-2016 08:42:00 PM,Evening,2016-07-11,20,Monday,11-07-2016 09:18:00 PM
1410,Airport,18.0,Trip Completed,12-07-2016 03:14:00 AM,Late Night,2016-07-12,3,Tuesday,12-07-2016 04:27:00 AM
1804,Airport,18.0,Trip Completed,12-07-2016 09:12:00 AM,Morning,2016-07-12,9,Tuesday,12-07-2016 09:57:00 AM
1949,Airport,18.0,Trip Completed,12-07-2016 11:32:00 AM,Morning,2016-07-12,11,Tuesday,12-07-2016 12:13:00 PM
2713,City,18.0,Trip Completed,13-07-2016 01:46:42 AM,Late Night,2016-07-13,1,Wednesday,13-07-2016 02:37:08 AM
2845,City,18.0,Trip Completed,13-07-2016 05:28:29 AM,Early Morning,2016-07-13,5,Wednesday,13-07-2016 06:10:40 AM
3943,Airport,18.0,Trip Completed,13-07-2016 10:35:38 PM,Night,2016-07-13,22,Wednesday,13-07-2016 11:33:20 PM
4792,City,18.0,Trip Completed,14-07-2016 04:47:15 PM,Afternoon,2016-07-14,16,Thursday,14-07-2016 05:34:39 PM
5207,Airport,18.0,Trip Completed,14-07-2016 08:57:41 PM,Evening,2016-07-14,20,Thursday,14-07-2016 09:56:21 PM
5890,City,18.0,Trip Completed,15-07-2016 09:43:57 AM,Morning,2016-07-15,9,Friday,15-07-2016 10:55:22 AM
494,City,19.0,Trip Completed,11-07-2016 09:36:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:02:00 AM
1485,City,19.0,Trip Completed,12-07-2016 05:21:00 AM,Early Morning,2016-07-12,5,Tuesday,12-07-2016 06:35:00 AM
2042,City,19.0,Trip Completed,12-07-2016 02:30:00 PM,Afternoon,2016-07-12,14,Tuesday,12-07-2016 03:09:00 PM
2561,Airport,19.0,Trip Completed,12-07-2016 09:29:00 PM,Night,2016-07-12,21,Tuesday,12-07-2016 10:44:00 PM
3813,Airport,19.0,Trip Completed,13-07-2016 09:06:57 PM,Night,2016-07-13,21,Wednesday,13-07-2016 09:46:24 PM
4260,Airport,19.0,Trip Completed,14-07-2016 06:11:51 AM,Early Morning,2016-07-14,6,Thursday,14-07-2016 06:59:46 AM
4395,City,19.0,Trip Completed,14-07-2016 08:00:15 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 08:54:39 AM
5919,City,19.0,Trip Completed,15-07-2016 10:03:42 AM,Morning,2016-07-15,10,Friday,15-07-2016 10:59:27 AM
6002,Airport,19.0,Trip Completed,15-07-2016 12:04:15 PM,Afternoon,2016-07-15,12,Friday,15-07-2016 12:53:36 PM
468,City,20.0,Trip Completed,11-07-2016 09:20:00 AM,Morning,2016-07-11,9,Monday,11-07-2016 10:05:00 AM
693,Airport,20.0,Trip Completed,11-07-2016 01:51:00 PM,Afternoon,2016-07-11,13,Monday,11-07-2016 03:01:00 PM
1178,City,20.0,Trip Completed,11-07-2016 09:05:00 PM,Night,2016-07-11,21,Monday,11-07-2016 10:06:00 PM
2103,City,20.0,Trip Completed,12-07-2016 04:08:00 PM,Afternoon,2016-07-12,16,Tuesday,12-07-2016 05:18:00 PM
2292,Airport,20.0,Trip Completed,12-07-2016 06:46:00 PM,Evening,2016-07-12,18,Tuesday,12-07-2016 07:23:00 PM
3339,City,20.0,Trip Completed,13-07-2016 12:40:58 PM,Afternoon,2016-07-13,12,Wednesday,13-07-2016 01:30:26 PM
3694,City,20.0,Trip Completed,13-07-2016 07:33:19 PM,Evening,2016-07-13,19,Wednesday,13-07-2016 08:35:08 PM
4469,City,20.0,Trip Completed,14-07-2016 08:45:13 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:48:08 AM
6432,City,20.0,Trip Completed,15-07-2016 07:50:57 PM,Evening,2016-07-15,19,Friday,15-07-2016 08:30:05 PM
1895,City,21.0,Trip Completed,12-07-2016 10:20:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 10:52:00 AM
1981,Airport,21.0,Trip Completed,12-07-2016 12:23:00 PM,Afternoon,2016-07-12,12,Tuesday,12-07-2016 12:56:00 PM
3744,Airport,21.0,Trip Completed,13-07-2016 08:28:11 PM,Evening,2016-07-13,20,Wednesday,13-07-2016 09:22:42 PM
4433,Airport,21.0,Trip Completed,14-07-2016 08:26:32 AM,Early Morning,2016-07-14,8,Thursday,14-07-2016 09:12:02 AM
6039,Airport,21.0,Trip Completed,15-07-2016 01:11:04 PM,Afternoon,2016-07-15,13,Friday,15-07-2016 01:38:01 PM
6543,City,21.0,Trip Completed,15-07-2016 08:54:20 PM,Evening,2016-07-15,20,Friday,15-07-2016 10:12:36 PM
110,City,22.0,Trip Completed,11-07-2016 05:05:00 AM,Early Morning,2016-07-11,5,Monday,11-07-2016 06:06:00 AM
362,City,22.0,Trip Completed,11-07-2016 08:01:00 AM,Early Morning,2016-07-11,8,Monday,11-07-2016 09:18:00 AM
666,Airport,22.0,Trip Completed,11-07-2016 01:02:00 PM,Afternoon,2016-07-11,13,Monday,11-07-2016 01:45:00 PM
926,City,22.0,Trip Completed,11-07-2016 06:28:00 PM,Evening,2016-07-11,18,Monday,11-07-2016 07:34:00 PM
1180,Airport,22.0,Trip Completed,11-07-2016 09:01:00 PM,Night,2016-07-11,21,Monday,11-07-2016 10:14:00 PM
1900,City,22.0,Trip Completed,12-07-2016 10:32:00 AM,Morning,2016-07-12,10,Tuesday,12-07-2016 11:42:00 AM
